image,caption
303932793.jpg,a young man is talking with an older woman while drinking wine .
4872614127.jpg,a woman in a blue shirt is photographing a man with gold body painted designs .
3393394134.jpg,a dog rolls on its back in the grass .
155221027.jpg,two people are landing from their skydiving exercises .
244760301.jpg,a group of people in matching outfits hiking up a trail with one person lagging behind .
4749161347.jpg,"two people performing a trick in the middle of the street , people watching all over , one person is playing an accordion while another person is jumping over their head ."
2090215703.jpg,people are standing besides a truck at an electrical plant .
680790383.jpg,a smiling man with glasses holds an empty dinner plate .
2279980395.jpg,the child is covered with colorful balls .
4825611289.jpg,two people are walking around the grounds of a castle .
2997483933.jpg,a little boy is covered up in a white blanket napping on a piece of furniture .
4901256030.jpg,too older people with baskets .
2480333312.jpg,a group of people in two boats with 1 guy in green standing up .
1489471156.jpg,a group of women holding black umbrellas .
2495394666.jpg,a brown dog is swimming in a creek .
4852389235.jpg,a few people looking up at statues outside a big marble building .
170541548.jpg,people walking to support breast cancer .
480858814.jpg,girl in cowboy hat looks unhappy
2249688223.jpg,female sign holders take refuge under umbrellas during a rainstorm .
3352135319.jpg,men in cowboy hats stand around at a rodeo .
4986123752.jpg,two men in suits and hats walk together .
1429561783.jpg,a happy couple dressed for cold weather kissing each other in front of the mountains as the sun sinks down behind them .
2147107496.jpg,two men with glasses of beer in their hand are posing to have their picture taken .
2730994020.jpg,a dog sprints across a grassy field .
3498240367.jpg,two young kids putting their heads in the bodies of a king and queen
1242603438.jpg,in this picture we have about 11 girls posing for a picture in a pool .
3400186336.jpg,three women painting on the sidewalk .
5191256340.jpg,a man is wearing sound blockers on his ears .
6664029089.jpg,"a man is posed with his arms outstretched , as if flying , mid - jump ."
4704939783.jpg,people are walking in a building where food is being sold .
4930032075.jpg,people are celebrating in a special way .
7236831126.jpg,a middle-aged woman in red and black is running in a race .
5559644896.jpg,a group of black children posing for the camera .
2231193384.jpg,several people selecting food and desert items from an outdoor buffet .
3109688427.jpg,a man and two young girls in a forest .
326456451.jpg,a black dog is running quickly along the ground .
2814050407.jpg,two men are standing in front of a cash register with several items .
5405152070.jpg,boys stretch their backs on a gym floor .
7072091637.jpg,a chef from hodo soy is pouring batter into a bowl .
2533010184.jpg,a woman wearing a scarf over her hair in the distance behind some flowers .
2536808189.jpg,a construction crew person pulls on a large coil of red line in the subways of london .
456324238.jpg,three young boys sitting outside are looking at something obscured between them .
4718126728.jpg,a man and woman are choosing food to eat during a buffet at an outdoor event .
7432698546.jpg,two people performing an archaeological dig .
1434090555.jpg,a small group of people are sitting on the bank of a large body of water in the grass .
4814330143.jpg,asians are eating at some cafeteria .
2376878930.jpg,a child runs barefoot across a blacktop parking lot .
4282819676.jpg,a group of people are playing on an object .
8849890.jpg,they blow their trumpets .
3277162496.jpg,three dogs wrestle in the grass .
4889930205.jpg,several people riding motorcycles are driving down the road .
1096800382.jpg,a man gestures while facing a woman wearing glasses as they sit inside a restaurant that includes a yellow wall .
109202801.jpg,two draft horses pull a cart through the snow .
2846785268.jpg,a young adult jumps on a yellow barricade .
2737106219.jpg,a woman smiles at a baby while an older couple looks on .
2598979962.jpg,female tennis player on grass prepares a two handed backhand .
4937200150.jpg,a lady is reading the newspaper in a red chair .
3555231025.jpg,a small white-skinned girl in a pink top and jeans stands on a soccer field .
3346040664.jpg,one basketball player in a white uniform jumps up to block another player in a blue uniform with the ball .
7529595826.jpg,many uniformed cyclists are going down a street passing cars parked on the side of the road .
4842082969.jpg,two women of asian descent walk beside a city street busy with cars .
5914327.jpg,three construction men on a beam working with high rises in the background .
3562282690.jpg,the dog is happily running on the beach .
4831015865.jpg,this short-haired man checks for cellphone service while hiking with his two female companions .
111766423.jpg,black and white bird standing on hand of someone holding sunflower seeds
4443088094.jpg,a couple of ladies walking down a street lined with bicycles .
2998504949.jpg,a man in a blue jacket holding a small white animal on a leash
6888476281.jpg,a barber in a blue shirt waits for his next customer to work on .
5897874398.jpg,a group of young cheerleaders in pink and white costumes perform on a stage .
592492743.jpg,two asian men sit down and look at something that is out of view of the photograph .
13651137.jpg,a man in a gray shirt and a hat holding a jackhammer
2952320230.jpg,a woman swinging a tennis racket on the court .
19610188.jpg,the black and white dog is kissing the girl .
3910160149.jpg,a group of people is crowded around some stairs by an amusement park .
1441148458.jpg,construction worker overseeing his work while coiling up cable .
2048850427.jpg,a woman in a brown dress and a woman in a white dress walk on the beach .
2952751562.jpg,group of people standing in a subway tunnel .
349738226.jpg,seven people are posing with big smiles among several dogs .
2474115124.jpg,four people are sitting around a tv playing a video game .
4603555535.jpg,a woman in a blue plaid shirt and sunglasses scratches her face as she walks down the street .
3419311249.jpg,a man sitting on a bench .
135444722.jpg,female african american holding a blue object in front of a wall with writing on it .
2537806838.jpg,three workers are performing their jobs while on scaffolding .
583090328.jpg,a group of people walking outside a building .
2904999450.jpg,two men stand on stairs with an assortment of chairs and a woven basket in the foreground .
4342243157.jpg,a man is drinking alcohol and has a very messy beard .
329828970.jpg,an older girl in light brown and a younger girl in red are decorating a christmas tree .
3019923691.jpg,the black dog wearing a red collar shakes water off .
338415742.jpg,a man and a little girl take luggage down a red street .
3379896474.jpg,"a person with long , blond-hair wearing a bandanna drinks from a beer bottle while standing in front of window blinds ."
860526919.jpg,the tiger is being trained by the man
4748497764.jpg,"a shirtless man holds a newspaper while his white , belted pants fall below his underwear top ."
3417672954.jpg,a skateboarder in the city .
363691948.jpg,a man in a white and blue uniform and a blue and white helmet riding a black and yellow bike .
257713504.jpg,"a man dressed in only shorts and a ski hat , paddles a wooden canoe on a large body of open water ."
378970234.jpg,young girl ready to perform at a gymnastic meet .
7524171640.jpg,a seated man shooting a rifle .
4514553168.jpg,three children are standing in front of a billboard advertisement .
3331190056.jpg,"two young boys , one white and one black , are standing with their arms around each other ."
3029472296.jpg,two men in red shirts walking on the walls of a white building .
4418471031.jpg,a man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby .
305611825.jpg,"children are dressed in red , yellow , black and green tribal clothing ."
3245250964.jpg,"two men , one with a ball and a blue uniform , and the other in a white uniform are playing basketball ."
1063866640.jpg,several men are sitting by a river conversing with one another while a boat drifts by them .
5737434301.jpg,a little girl drinks water while the car is getting fixed .
4541856720.jpg,the surfer is riding a wave back towards the beach .
5283697807.jpg,a young girl relaxing and reading a book .
1308617539.jpg,a boy is jumping from a body board into the ocean .
46663846.jpg,a group of men standing near a work truck .
425725042.jpg,a man wearing a blue apron in a room filled with equipment performs a blurred action with what seems to be a pitcher .
2040964486.jpg,several construction workers paving a parking lot .
